COUNTY_CODE|STATENAME|COUNTY|MA_REGION_CODE|MA_REGION|PDP_REGION_CODE|PDP_REGION
16960|Iowa|Woodbury|19|Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)|25|Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)
16970|Iowa|Worth|19|Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)|25|Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)
16980|Iowa|Wright|19|Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)|25|Upper Midwest and Northern Plains (Iowa, Minnesota, Montana, Nebraska, North Dakota, South Dakota and Wyoming)
17000|Kansas|Allen|18|Kansas and Oklahoma|24|Kansas
17010|Kansas|Anderson|18|Kansas and Oklahoma|24|Kansas
17020|Kansas|Atchison|18|Kansas and Oklahoma|24|Kansas
17030|Kansas|Barber|18|Kansas and Oklahoma|24|Kansas
17040|Kansas|Barton|18|Kansas and Oklahoma|24|Kansas
17050|Kansas|Bourbon|18|Kansas and Oklahoma|24|Kansas
17060|Kansas|Brown|18|Kansas and Oklahoma|24|Kansas
17070|Kansas|Butler|18|Kansas and Oklahoma|24|Kansas
17080|Kansas|Chase|18|Kansas and Oklahoma|24|Kansas
17090|Kansas|Chautauqua|18|Kansas and Oklahoma|24|Kansas
17100|Kansas|Cherokee|18|Kansas and Oklahoma|24|Kansas
17110|Kansas|Cheyenne|18|Kansas and Oklahoma|24|Kansas
17120|Kansas|Clark|18|Kansas and Oklahoma|24|Kansas
17130|Kansas|Clay|18|Kansas and Oklahoma|24|Kansas
17140|Kansas|Cloud|18|Kansas and Oklahoma|24|Kansas
17150|Kansas|Coffey|18|Kansas and Oklahoma|24|Kansas
17160|Kansas|Comanche|18|Kansas and Oklahoma|24|Kansas
17170|Kansas|Cowley|18|Kansas and Oklahoma|24|Kansas
17180|Kansas|Crawford|18|Kansas and Oklahoma|24|Kansas
17190|Kansas|Decatur|18|Kansas and Oklahoma|24|Kansas
17200|Kansas|Dickinson|18|Kansas and Oklahoma|24|Kansas
17210|Kansas|Doniphan|18|Kansas and Oklahoma|24|Kansas
17220|Kansas|Douglas|18|Kansas and Oklahoma|24|Kansas
17230|Kansas|Edwards|18|Kansas and Oklahoma|24|Kansas
17240|Kansas|Elk|18|Kansas and Oklahoma|24|Kansas
17250|Kansas|Ellis|18|Kansas and Oklahoma|24|Kansas
17260|Kansas|Ellsworth|18|Kansas and Oklahoma|24|Kansas
17270|Kansas|Finney|18|Kansas and Oklahoma|24|Kansas
17280|Kansas|Ford|18|Kansas and Oklahoma|24|Kansas
17290|Kansas|Franklin|18|Kansas and Oklahoma|24|Kansas
17300|Kansas|Geary|18|Kansas and Oklahoma|24|Kansas
17310|Kansas|Gove|18|Kansas and Oklahoma|24|Kansas
17320|Kansas|Graham|18|Kansas and Oklahoma|24|Kansas
17330|Kansas|Grant|18|Kansas and Oklahoma|24|Kansas
17340|Kansas|Gray|18|Kansas and Oklahoma|24|Kansas
17350|Kansas|Greeley|18|Kansas and Oklahoma|24|Kansas
17360|Kansas|Greenwood|18|Kansas and Oklahoma|24|Kansas
17370|Kansas|Hamilton|18|Kansas and Oklahoma|24|Kansas
17380|Kansas|Harper|18|Kansas and Oklahoma|24|Kansas
17390|Kansas|Harvey|18|Kansas and Oklahoma|24|Kansas
17391|Kansas|Haskell|18|Kansas and Oklahoma|24|Kansas
17410|Kansas|Hodgeman|18|Kansas and Oklahoma|24|Kansas
17420|Kansas|Jackson|18|Kansas and Oklahoma|24|Kansas
17430|Kansas|Jefferson|18|Kansas and Oklahoma|24|Kansas
17440|Kansas|Jewell|18|Kansas and Oklahoma|24|Kansas
17450|Kansas|Johnson|18|Kansas and Oklahoma|24|Kansas
17451|Kansas|Kearny|18|Kansas and Oklahoma|24|Kansas
17470|Kansas|Kingman|18|Kansas and Oklahoma|24|Kansas
17480|Kansas|Kiowa|18|Kansas and Oklahoma|24|Kansas
17490|Kansas|Labette|18|Kansas and Oklahoma|24|Kansas
17500|Kansas|Lane|18|Kansas and Oklahoma|24|Kansas
17510|Kansas|Leavenworth|18|Kansas and Oklahoma|24|Kansas
17520|Kansas|Lincoln|18|Kansas and Oklahoma|24|Kansas
17530|Kansas|Linn|18|Kansas and Oklahoma|24|Kansas
17540|Kansas|Logan|18|Kansas and Oklahoma|24|Kansas
17550|Kansas|Lyon|18|Kansas and Oklahoma|24|Kansas
17560|Kansas|McPherson|18|Kansas and Oklahoma|24|Kansas
17570|Kansas|Marion|18|Kansas and Oklahoma|24|Kansas
17580|Kansas|Marshall|18|Kansas and Oklahoma|24|Kansas
17590|Kansas|Meade|18|Kansas and Oklahoma|24|Kansas
17600|Kansas|Miami|18|Kansas and Oklahoma|24|Kansas
17610|Kansas|Mitchell|18|Kansas and Oklahoma|24|Kansas
17620|Kansas|Montgomery|18|Kansas and Oklahoma|24|Kansas
17630|Kansas|Morris|18|Kansas and Oklahoma|24|Kansas
17640|Kansas|Morton|18|Kansas and Oklahoma|24|Kansas
17650|Kansas|Nemaha|18|Kansas and Oklahoma|24|Kansas
17660|Kansas|Neosho|18|Kansas and Oklahoma|24|Kansas
17670|Kansas|Ness|18|Kansas and Oklahoma|24|Kansas
17680|Kansas|Norton|18|Kansas and Oklahoma|24|Kansas
17690|Kansas|Osage|18|Kansas and Oklahoma|24|Kansas
17700|Kansas|Osborne|18|Kansas and Oklahoma|24|Kansas
17710|Kansas|Ottawa|18|Kansas and Oklahoma|24|Kansas
17720|Kansas|Pawnee|18|Kansas and Oklahoma|24|Kansas
17730|Kansas|Phillips|18|Kansas and Oklahoma|24|Kansas
17740|Kansas|Pottawatomie|18|Kansas and Oklahoma|24|Kansas
17750|Kansas|Pratt|18|Kansas and Oklahoma|24|Kansas
17760|Kansas|Rawlins|18|Kansas and Oklahoma|24|Kansas
17770|Kansas|Reno|18|Kansas and Oklahoma|24|Kansas
17780|Kansas|Republic|18|Kansas and Oklahoma|24|Kansas
17790|Kansas|Rice|18|Kansas and Oklahoma|24|Kansas
17800|Kansas|Riley|18|Kansas and Oklahoma|24|Kansas
17810|Kansas|Rooks|18|Kansas and Oklahoma|24|Kansas
17820|Kansas|Rush|18|Kansas and Oklahoma|24|Kansas
17830|Kansas|Russell|18|Kansas and Oklahoma|24|Kansas
17840|Kansas|Saline|18|Kansas and Oklahoma|24|Kansas
17841|Kansas|Scott|18|Kansas and Oklahoma|24|Kansas
17860|Kansas|Sedgwick|18|Kansas and Oklahoma|24|Kansas
17870|Kansas|Seward|18|Kansas and Oklahoma|24|Kansas
17880|Kansas|Shawnee|18|Kansas and Oklahoma|24|Kansas
17890|Kansas|Sheridan|18|Kansas and Oklahoma|24|Kansas
17900|Kansas|Sherman|18|Kansas and Oklahoma|24|Kansas
17910|Kansas|Smith|18|Kansas and Oklahoma|24|Kansas
17920|Kansas|Stafford|18|Kansas and Oklahoma|24|Kansas
17921|Kansas|Stanton|18|Kansas and Oklahoma|24|Kansas
17940|Kansas|Stevens|18|Kansas and Oklahoma|24|Kansas
17950|Kansas|Sumner|18|Kansas and Oklahoma|24|Kansas
17960|Kansas|Thomas|18|Kansas and Oklahoma|24|Kansas
17970|Kansas|Trego|18|Kansas and Oklahoma|24|Kansas
17980|Kansas|Wabaunsee|18|Kansas and Oklahoma|24|Kansas
17981|Kansas|Wallace|18|Kansas and Oklahoma|24|Kansas
17982|Kansas|Washington|18|Kansas and Oklahoma|24|Kansas
17983|Kansas|Wichita|18|Kansas and Oklahoma|24|Kansas
17984|Kansas|Wilson|18|Kansas and Oklahoma|24|Kansas
17985|Kansas|Woodson|18|Kansas and Oklahoma|24|Kansas
17986|Kansas|Wyandotte|18|Kansas and Oklahoma|24|Kansas
18000|Kentucky|Adair|13|Indiana and Kentucky|15|Indiana, Kentucky
18010|Kentucky|Allen|13|Indiana and Kentucky|15|Indiana, Kentucky
18020|Kentucky|Anderson|13|Indiana and Kentucky|15|Indiana, Kentucky
18030|Kentucky|Ballard|13|Indiana and Kentucky|15|Indiana, Kentucky
18040|Kentucky|Barren|13|Indiana and Kentucky|15|Indiana, Kentucky
18050|Kentucky|Bath|13|Indiana and Kentucky|15|Indiana, Kentucky
18060|Kentucky|Bell|13|Indiana and Kentucky|15|Indiana, Kentucky
18070|Kentucky|Boone|13|Indiana and Kentucky|15|Indiana, Kentucky
18080|Kentucky|Bourbon|13|Indiana and Kentucky|15|Indiana, Kentucky
18090|Kentucky|Boyd|13|Indiana and Kentucky|15|Indiana, Kentucky
18100|Kentucky|Boyle|13|Indiana and Kentucky|15|Indiana, Kentucky
18110|Kentucky|Bracken|13|Indiana and Kentucky|15|Indiana, Kentucky
18120|Kentucky|Breathitt|13|Indiana and Kentucky|15|Indiana, Kentucky
18130|Kentucky|Breckinridge|13|Indiana and Kentucky|15|Indiana, Kentucky
18140|Kentucky|Bullitt|13|Indiana and Kentucky|15|Indiana, Kentucky
18150|Kentucky|Butler|13|Indiana and Kentucky|15|Indiana, Kentucky
18160|Kentucky|Caldwell|13|Indiana and Kentucky|15|Indiana, Kentucky
18170|Kentucky|Calloway|13|Indiana and Kentucky|15|Indiana, Kentucky
18180|Kentucky|Campbell|13|Indiana and Kentucky|15|Indiana, Kentucky
18190|Kentucky|Carlisle|13|Indiana and Kentucky|15|Indiana, Kentucky
18191|Kentucky|Carroll|13|Indiana and Kentucky|15|Indiana, Kentucky
18210|Kentucky|Carter|13|Indiana and Kentucky|15|Indiana, Kentucky
18220|Kentucky|Casey|13|Indiana and Kentucky|15|Indiana, Kentucky
18230|Kentucky|Christian|13|Indiana and Kentucky|15|Indiana, Kentucky
18240|Kentucky|Clark|13|Indiana and Kentucky|15|Indiana, Kentucky
18250|Kentucky|Clay|13|Indiana and Kentucky|15|Indiana, Kentucky
18260|Kentucky|Clinton|13|Indiana and Kentucky|15|Indiana, Kentucky
18270|Kentucky|Crittenden|13|Indiana and Kentucky|15|Indiana, Kentucky
18271|Kentucky|Cumberland|13|Indiana and Kentucky|15|Indiana, Kentucky
18290|Kentucky|Daviess|13|Indiana and Kentucky|15|Indiana, Kentucky
18291|Kentucky|Edmonson|13|Indiana and Kentucky|15|Indiana, Kentucky
18310|Kentucky|Elliott|13|Indiana and Kentucky|15|Indiana, Kentucky
18320|Kentucky|Estill|13|Indiana and Kentucky|15|Indiana, Kentucky
18330|Kentucky|Fayette|13|Indiana and Kentucky|15|Indiana, Kentucky
18340|Kentucky|Fleming|13|Indiana and Kentucky|15|Indiana, Kentucky
18350|Kentucky|Floyd|13|Indiana and Kentucky|15|Indiana, Kentucky
18360|Kentucky|Franklin|13|Indiana and Kentucky|15|Indiana, Kentucky
18361|Kentucky|Fulton|13|Indiana and Kentucky|15|Indiana, Kentucky
18362|Kentucky|Gallatin|13|Indiana and Kentucky|15|Indiana, Kentucky
18390|Kentucky|Garrard|13|Indiana and Kentucky|15|Indiana, Kentucky
18400|Kentucky|Grant|13|Indiana and Kentucky|15|Indiana, Kentucky
18410|Kentucky|Graves|13|Indiana and Kentucky|15|Indiana, Kentucky
18420|Kentucky|Grayson|13|Indiana and Kentucky|15|Indiana, Kentucky
18421|Kentucky|Green|13|Indiana and Kentucky|15|Indiana, Kentucky
18440|Kentucky|Greenup|13|Indiana and Kentucky|15|Indiana, Kentucky
18450|Kentucky|Hancock|13|Indiana and Kentucky|15|Indiana, Kentucky
18460|Kentucky|Hardin|13|Indiana and Kentucky|15|Indiana, Kentucky
18470|Kentucky|Harlan|13|Indiana and Kentucky|15|Indiana, Kentucky
18480|Kentucky|Harrison|13|Indiana and Kentucky|15|Indiana, Kentucky
18490|Kentucky|Hart|13|Indiana and Kentucky|15|Indiana, Kentucky
18500|Kentucky|Henderson|13|Indiana and Kentucky|15|Indiana, Kentucky
18510|Kentucky|Henry|13|Indiana and Kentucky|15|Indiana, Kentucky
18511|Kentucky|Hickman|13|Indiana and Kentucky|15|Indiana, Kentucky
18530|Kentucky|Hopkins|13|Indiana and Kentucky|15|Indiana, Kentucky
18540|Kentucky|Jackson|13|Indiana and Kentucky|15|Indiana, Kentucky
18550|Kentucky|Jefferson|13|Indiana and Kentucky|15|Indiana, Kentucky
18560|Kentucky|Jessamine|13|Indiana and Kentucky|15|Indiana, Kentucky
18570|Kentucky|Johnson|13|Indiana and Kentucky|15|Indiana, Kentucky
18580|Kentucky|Kenton|13|Indiana and Kentucky|15|Indiana, Kentucky
18590|Kentucky|Knott|13|Indiana and Kentucky|15|Indiana, Kentucky
18600|Kentucky|Knox|13|Indiana and Kentucky|15|Indiana, Kentucky
18610|Kentucky|Larue|13|Indiana and Kentucky|15|Indiana, Kentucky
18620|Kentucky|Laurel|13|Indiana and Kentucky|15|Indiana, Kentucky
18630|Kentucky|Lawrence|13|Indiana and Kentucky|15|Indiana, Kentucky
18640|Kentucky|Lee|13|Indiana and Kentucky|15|Indiana, Kentucky
18650|Kentucky|Leslie|13|Indiana and Kentucky|15|Indiana, Kentucky
18660|Kentucky|Letcher|13|Indiana and Kentucky|15|Indiana, Kentucky
18670|Kentucky|Lewis|13|Indiana and Kentucky|15|Indiana, Kentucky
18680|Kentucky|Lincoln|13|Indiana and Kentucky|15|Indiana, Kentucky
18690|Kentucky|Livingston|13|Indiana and Kentucky|15|Indiana, Kentucky
18700|Kentucky|Logan|13|Indiana and Kentucky|15|Indiana, Kentucky
18710|Kentucky|Lyon|13|Indiana and Kentucky|15|Indiana, Kentucky
18720|Kentucky|McCracken|13|Indiana and Kentucky|15|Indiana, Kentucky
18730|Kentucky|McCreary|13|Indiana and Kentucky|15|Indiana, Kentucky
18740|Kentucky|McLean|13|Indiana and Kentucky|15|Indiana, Kentucky
18750|Kentucky|Madison|13|Indiana and Kentucky|15|Indiana, Kentucky
18760|Kentucky|Magoffin|13|Indiana and Kentucky|15|Indiana, Kentucky
18770|Kentucky|Marion|13|Indiana and Kentucky|15|Indiana, Kentucky
18780|Kentucky|Marshall|13|Indiana and Kentucky|15|Indiana, Kentucky
18790|Kentucky|Martin|13|Indiana and Kentucky|15|Indiana, Kentucky
18800|Kentucky|Mason|13|Indiana and Kentucky|15|Indiana, Kentucky
18801|Kentucky|Meade|13|Indiana and Kentucky|15|Indiana, Kentucky
18802|Kentucky|Menifee|13|Indiana and Kentucky|15|Indiana, Kentucky
18830|Kentucky|Mercer|13|Indiana and Kentucky|15|Indiana, Kentucky
18831|Kentucky|Metcalfe|13|Indiana and Kentucky|15|Indiana, Kentucky
18850|Kentucky|Monroe|13|Indiana and Kentucky|15|Indiana, Kentucky
18860|Kentucky|Montgomery|13|Indiana and Kentucky|15|Indiana, Kentucky
18861|Kentucky|Morgan|13|Indiana and Kentucky|15|Indiana, Kentucky
18880|Kentucky|Muhlenberg|13|Indiana and Kentucky|15|Indiana, Kentucky
18890|Kentucky|Nelson|13|Indiana and Kentucky|15|Indiana, Kentucky
18900|Kentucky|Nicholas|13|Indiana and Kentucky|15|Indiana, Kentucky
18910|Kentucky|Ohio|13|Indiana and Kentucky|15|Indiana, Kentucky
18920|Kentucky|Oldham|13|Indiana and Kentucky|15|Indiana, Kentucky
18930|Kentucky|Owen|13|Indiana and Kentucky|15|Indiana, Kentucky
18931|Kentucky|Owsley|13|Indiana and Kentucky|15|Indiana, Kentucky
18932|Kentucky|Pendleton|13|Indiana and Kentucky|15|Indiana, Kentucky
18960|Kentucky|Perry|13|Indiana and Kentucky|15|Indiana, Kentucky
18970|Kentucky|Pike|13|Indiana and Kentucky|15|Indiana, Kentucky
18971|Kentucky|Powell|13|Indiana and Kentucky|15|Indiana, Kentucky
18972|Kentucky|Pulaski|13|Indiana and Kentucky|15|Indiana, Kentucky
18973|Kentucky|Robertson|13|Indiana and Kentucky|15|Indiana, Kentucky
18974|Kentucky|Rockcastle|13|Indiana and Kentucky|15|Indiana, Kentucky
18975|Kentucky|Rowan|13|Indiana and Kentucky|15|Indiana, Kentucky
18976|Kentucky|Russell|13|Indiana and Kentucky|15|Indiana, Kentucky
18977|Kentucky|Scott|13|Indiana and Kentucky|15|Indiana, Kentucky
18978|Kentucky|Shelby|13|Indiana and Kentucky|15|Indiana, Kentucky
18979|Kentucky|Simpson|13|Indiana and Kentucky|15|Indiana, Kentucky
18980|Kentucky|Spencer|13|Indiana and Kentucky|15|Indiana, Kentucky
18981|Kentucky|Taylor|13|Indiana and Kentucky|15|Indiana, Kentucky
18982|Kentucky|Todd|13|Indiana and Kentucky|15|Indiana, Kentucky
18983|Kentucky|Trigg|13|Indiana and Kentucky|15|Indiana, Kentucky
18984|Kentucky|Trimble|13|Indiana and Kentucky|15|Indiana, Kentucky
18985|Kentucky|Union|13|Indiana and Kentucky|15|Indiana, Kentucky
18986|Kentucky|Warren|13|Indiana and Kentucky|15|Indiana, Kentucky
18987|Kentucky|Washington|13|Indiana and Kentucky|15|Indiana, Kentucky
18988|Kentucky|Wayne|13|Indiana and Kentucky|15|Indiana, Kentucky
18989|Kentucky|Webster|13|Indiana and Kentucky|15|Indiana, Kentucky
18990|Kentucky|Whitley|13|Indiana and Kentucky|15|Indiana, Kentucky
18991|Kentucky|Wolfe|13|Indiana and Kentucky|15|Indiana, Kentucky
18992|Kentucky|Woodford|13|Indiana and Kentucky|15|Indiana, Kentucky
19000|Louisiana|Acadia|16|Louisiana and Mississippi|21|Louisiana
19010|Louisiana|Allen|16|Louisiana and Mississippi|21|Louisiana
19020|Louisiana|Ascension|16|Louisiana and Mississippi|21|Louisiana
19030|Louisiana|Assumption|16|Louisiana and Mississippi|21|Louisiana
19040|Louisiana|Avoyelles|16|Louisiana and Mississippi|21|Louisiana
19050|Louisiana|Beauregard|16|Louisiana and Mississippi|21|Louisiana
19060|Louisiana|Bienville|16|Louisiana and Mississippi|21|Louisiana
19070|Louisiana|Bossier|16|Louisiana and Mississippi|21|Louisiana
19080|Louisiana|Caddo|16|Louisiana and Mississippi|21|Louisiana
19090|Louisiana|Calcasieu|16|Louisiana and Mississippi|21|Louisiana
19100|Louisiana|Caldwell|16|Louisiana and Mississippi|21|Louisiana
19110|Louisiana|Cameron|16|Louisiana and Mississippi|21|Louisiana
19120|Louisiana|Catahoula|16|Louisiana and Mississippi|21|Louisiana
19130|Louisiana|Claiborne|16|Louisiana and Mississippi|21|Louisiana
19140|Louisiana|Concordia|16|Louisiana and Mississippi|21|Louisiana
19150|Louisiana|De Soto|16|Louisiana and Mississippi|21|Louisiana
19160|Louisiana|East Baton Rouge|16|Louisiana and Mississippi|21|Louisiana
19170|Louisiana|East Carroll|16|Louisiana and Mississippi|21|Louisiana
19180|Louisiana|East Feliciana|16|Louisiana and Mississippi|21|Louisiana
19190|Louisiana|Evangeline|16|Louisiana and Mississippi|21|Louisiana
19200|Louisiana|Franklin|16|Louisiana and Mississippi|21|Louisiana
19210|Louisiana|Grant|16|Louisiana and Mississippi|21|Louisiana
19220|Louisiana|Iberia|16|Louisiana and Mississippi|21|Louisiana
19230|Louisiana|Iberville|16|Louisiana and Mississippi|21|Louisiana
19240|Louisiana|Jackson|16|Louisiana and Mississippi|21|Louisiana
19250|Louisiana|Jefferson|16|Louisiana and Mississippi|21|Louisiana
19260|Louisiana|Jefferson Davis|16|Louisiana and Mississippi|21|Louisiana
19270|Louisiana|Lafayette|16|Louisiana and Mississippi|21|Louisiana
19280|Louisiana|Lafourche|16|Louisiana and Mississippi|21|Louisiana
19290|Louisiana|LaSalle|16|Louisiana and Mississippi|21|Louisiana
19300|Louisiana|Lincoln|16|Louisiana and Mississippi|21|Louisiana
19310|Louisiana|Livingston|16|Louisiana and Mississippi|21|Louisiana
19320|Louisiana|Madison|16|Louisiana and Mississippi|21|Louisiana
19330|Louisiana|Morehouse|16|Louisiana and Mississippi|21|Louisiana
19340|Louisiana|Natchitoches|16|Louisiana and Mississippi|21|Louisiana
19350|Louisiana|Orleans|16|Louisiana and Mississippi|21|Louisiana
19360|Louisiana|Ouachita|16|Louisiana and Mississippi|21|Louisiana
19370|Louisiana|Plaquemines|16|Louisiana and Mississippi|21|Louisiana
19380|Louisiana|Pointe Coupee|16|Louisiana and Mississippi|21|Louisiana
19390|Louisiana|Rapides|16|Louisiana and Mississippi|21|Louisiana
19400|Louisiana|Red River|16|Louisiana and Mississippi|21|Louisiana
19410|Louisiana|Richland|16|Louisiana and Mississippi|21|Louisiana
19420|Louisiana|Sabine|16|Louisiana and Mississippi|21|Louisiana
19430|Louisiana|St. Bernard|16|Louisiana and Mississippi|21|Louisiana
19440|Louisiana|St. Charles|16|Louisiana and Mississippi|21|Louisiana
19450|Louisiana|St. Helena|16|Louisiana and Mississippi|21|Louisiana
19460|Louisiana|St. James|16|Louisiana and Mississippi|21|Louisiana
19470|Louisiana|St. John the Baptist|16|Louisiana and Mississippi|21|Louisiana
19480|Louisiana|St. Landry|16|Louisiana and Mississippi|21|Louisiana
19490|Louisiana|St. Martin|16|Louisiana and Mississippi|21|Louisiana
19500|Louisiana|St. Mary|16|Louisiana and Mississippi|21|Louisiana
19510|Louisiana|St. Tammany|16|Louisiana and Mississippi|21|Louisiana
19520|Louisiana|Tangipahoa|16|Louisiana and Mississippi|21|Louisiana
19530|Louisiana|Tensas|16|Louisiana and Mississippi|21|Louisiana
19540|Louisiana|Terrebonne|16|Louisiana and Mississippi|21|Louisiana
19550|Louisiana|Union|16|Louisiana and Mississippi|21|Louisiana
19560|Louisiana|Vermilion|16|Louisiana and Mississippi|21|Louisiana
19570|Louisiana|Vernon|16|Louisiana and Mississippi|21|Louisiana
19580|Louisiana|Washington|16|Louisiana and Mississippi|21|Louisiana
19590|Louisiana|Webster|16|Louisiana and Mississippi|21|Louisiana
19600|Louisiana|West Baton Rouge|16|Louisiana and Mississippi|21|Louisiana
19610|Louisiana|West Carroll|16|Louisiana and Mississippi|21|Louisiana
19620|Louisiana|West Feliciana|16|Louisiana and Mississippi|21|Louisiana
19630|Louisiana|Winn|16|Louisiana and Mississippi|21|Louisiana
20000|Maine|Androscoggin|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20010|Maine|Aroostook|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20020|Maine|Cumberland|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20030|Maine|Franklin|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20040|Maine|Hancock|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20050|Maine|Kennebec|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20060|Maine|Knox|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20070|Maine|Lincoln|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20080|Maine|Oxford|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20090|Maine|Penobscot|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20100|Maine|Piscataquis|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20110|Maine|Sagadahoc|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20120|Maine|Somerset|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20130|Maine|Waldo|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20140|Maine|Washington|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
20150|Maine|York|01|Northern New England (New Hampshire and Maine)|01|Northern New England (New Hampshire and Maine)
21000|Maryland|Allegany|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21010|Maryland|Anne Arundel|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21020|Maryland|Baltimore|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21030|Maryland|Baltimore City|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21040|Maryland|Calvert|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21050|Maryland|Caroline|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21060|Maryland|Carroll|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21070|Maryland|Cecil|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21080|Maryland|Charles|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21090|Maryland|Dorchester|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21100|Maryland|Frederick|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21110|Maryland|Garrett|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21120|Maryland|Harford|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21130|Maryland|Howard|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21140|Maryland|Kent|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21150|Maryland|Montgomery|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21160|Maryland|Prince George's|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21170|Maryland|Queen Anne's|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21180|Maryland|St. Mary's|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21190|Maryland|Somerset|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21200|Maryland|Talbot|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21210|Maryland|Washington|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21220|Maryland|Wicomico|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
21230|Maryland|Worcester|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)|05|Mid-Atlantic (Delaware, District of Columbia and Maryland)
22000|Massachusetts|Barnstable|02|Central New England (Connecticut, Massachusetts, Rhode Island, and Vermont)|02|Central New England (Connecticut, Massachusetts, Rhode Island, and Vermont)
22010|Massachusetts|Berkshire|02|Central New England (Connecticut, Massachusetts, Rhode Island, and Vermont)|02|Central New England (Connecticut, Massachusetts, Rhode Island, and Vermont)
22020|Massachusetts|Bristol|02|Central New England (Connecticut, Massachusetts, Rhode Island, and Vermont)|02|Central New England (Connecticut, Massachusetts, Rhode Island, and Vermont)
