CONTRACT_ID|PLAN_ID|SEGMENT_ID|RXCUI|COPAY
H1036|301|000|213442|0
H1036|301|000|285018|0
H1036|301|000|311027|0
H1036|301|000|311033|0
H1036|301|000|351926|0
H1036|301|000|616238|0
H1036|301|000|847232|35
H1036|301|000|847241|35
H1036|301|000|977840|35
H1036|301|000|977842|0
H1036|301|000|1604544|35
H1036|301|000|1653198|35
H1036|301|000|1653204|35
H1036|301|000|1670016|35
H1036|301|000|1670023|35
H1036|301|000|1859000|35
H1036|301|000|1860172|35
H1036|301|000|1986354|0
H1036|301|000|1986356|35
H1036|301|000|2002420|35
H1036|301|000|2049380|0
H1036|301|000|2107522|0
H1036|301|000|2205454|35
H1036|301|000|2206092|35
H1036|301|000|2206099|35
H1036|302|000|213442|0
H1036|302|000|285018|0
H1036|302|000|311027|0
H1036|302|000|311033|0
H1036|302|000|351926|0
H1036|302|000|616238|0
H1036|302|000|847232|35
H1036|302|000|847241|35
H1036|302|000|977840|35
H1036|302|000|977842|0
H1036|302|000|1604544|35
H1036|302|000|1653198|35
H1036|302|000|1653204|35
H1036|302|000|1670016|35
H1036|302|000|1670023|35
H1036|302|000|1859000|35
H1036|302|000|1860172|35
H1036|302|000|1986354|0
H1036|302|000|1986356|35
H1036|302|000|2002420|35
H1036|302|000|2049380|0
H1036|302|000|2107522|0
H1036|302|000|2205454|35
H1036|302|000|2206092|35
H1036|302|000|2206099|35
H1036|303|000|213442|0
H1036|303|000|285018|0
H1036|303|000|311027|0
H1036|303|000|311033|0
H1036|303|000|351926|0
H1036|303|000|616238|0
H1036|303|000|847232|35
H1036|303|000|847241|35
H1036|303|000|977840|35
H1036|303|000|977842|0
H1036|303|000|1604544|35
H1036|303|000|1653198|35
H1036|303|000|1653204|35
H1036|303|000|1670016|35
H1036|303|000|1670023|35
H1036|303|000|1859000|35
H1036|303|000|1860172|35
H1036|303|000|1986354|0
H1036|303|000|1986356|35
H1036|303|000|2002420|35
H1036|303|000|2049380|0
H1036|303|000|2107522|0
H1036|303|000|2205454|35
H1036|303|000|2206092|35
H1036|303|000|2206099|35
H1036|305|000|213442|0
H1036|305|000|285018|0
H1036|305|000|311027|0
H1036|305|000|311033|0
H1036|305|000|351926|0
H1036|305|000|616238|0
H1036|305|000|847232|35
H1036|305|000|847241|35
H1036|305|000|977840|35
H1036|305|000|977842|0
H1036|305|000|1604544|35
H1036|305|000|1653198|35
H1036|305|000|1653204|35
H1036|305|000|1670016|35
H1036|305|000|1670023|35
H1036|305|000|1859000|35
H1036|305|000|1860172|35
H1036|305|000|1986354|0
H1036|305|000|1986356|35
H1036|305|000|2002420|35
H1036|305|000|2049380|0
H1036|305|000|2107522|0
H1036|305|000|2205454|35
H1036|305|000|2206092|35
H1036|305|000|2206099|35
H1036|306|000|213442|0
H1036|306|000|285018|0
H1036|306|000|311027|0
H1036|306|000|311033|0
H1036|306|000|351926|0
H1036|306|000|616238|0
H1036|306|000|847232|35
H1036|306|000|847241|35
H1036|306|000|977840|35
H1036|306|000|977842|0
H1036|306|000|1604544|35
H1036|306|000|1653198|35
H1036|306|000|1653204|35
H1036|306|000|1670016|35
H1036|306|000|1670023|35
H1036|306|000|1859000|35
H1036|306|000|1860172|35
H1036|306|000|1986354|0
H1036|306|000|1986356|35
H1036|306|000|2002420|35
H1036|306|000|2049380|0
H1036|306|000|2107522|0
H1036|306|000|2205454|35
H1036|306|000|2206092|35
H1036|306|000|2206099|35
H1045|001|000|106892|0
H1045|001|000|242120|0
H1045|001|000|285018|0
H1045|001|000|311026|0
H1045|001|000|311036|0
H1045|001|000|351859|0
H1045|001|000|616238|0
H1045|001|000|731281|0
H1045|001|000|752388|0
H1045|001|000|847189|0
H1045|001|000|847199|0
H1045|001|000|847213|0
H1045|001|000|847232|0
H1045|001|000|847241|0
H1045|001|000|847252|0
H1045|001|000|847254|0
H1045|001|000|865098|0
H1045|001|000|1604544|0
H1045|001|000|1652242|0
H1045|001|000|1652639|0
H1045|001|000|1652640|0
H1045|001|000|1652646|0
H1045|001|000|1670016|0
H1045|001|000|1670023|0
H1045|001|000|1731317|0
H1045|001|000|1859000|0
H1045|001|000|1926331|0
H1045|001|000|1926332|0
H1045|001|000|2002420|0
H1045|001|000|2107522|0
H1045|001|000|2380236|0
H1045|001|000|2380256|0
H1045|001|000|2380260|0
H1045|005|000|106892|25
H1045|005|000|242120|25
H1045|005|000|285018|25
H1045|005|000|311026|25
H1045|005|000|311036|25
H1045|005|000|351859|25
H1045|005|000|616238|25
H1045|005|000|731281|25
H1045|005|000|752388|25
H1045|005|000|847189|25
H1045|005|000|847199|25
H1045|005|000|847213|25
H1045|005|000|847232|25
H1045|005|000|847241|25
H1045|005|000|847252|25
H1045|005|000|847254|25
H1045|005|000|865098|25
H1045|005|000|1604544|25
H1045|005|000|1652242|25
H1045|005|000|1652639|25
H1045|005|000|1652640|25
H1045|005|000|1652646|25
H1045|005|000|1670016|25
H1045|005|000|1670023|25
H1045|005|000|1731317|25
H1045|005|000|1859000|25
H1045|005|000|1926331|25
H1045|005|000|1926332|25
H1045|005|000|2002420|25
H1045|005|000|2107522|25
H1045|005|000|2380236|25
H1045|005|000|2380256|25
H1045|005|000|2380260|25
H1045|018|000|106892|3
H1045|018|000|242120|3
H1045|018|000|285018|3
H1045|018|000|311026|3
H1045|018|000|311036|3
H1045|018|000|351859|3
H1045|018|000|616238|3
H1045|018|000|731281|3
H1045|018|000|752388|3
H1045|018|000|847189|3
H1045|018|000|847199|3
H1045|018|000|847213|3
H1045|018|000|847232|3
H1045|018|000|847241|3
H1045|018|000|847252|3
H1045|018|000|847254|3
H1045|018|000|865098|3
H1045|018|000|1604544|3
H1045|018|000|1652242|3
H1045|018|000|1652639|3
H1045|018|000|1652640|3
H1045|018|000|1652646|3
H1045|018|000|1670016|3
H1045|018|000|1670023|3
H1045|018|000|1731317|3
H1045|018|000|1859000|3
H1045|018|000|1926331|3
H1045|018|000|1926332|3
H1045|018|000|2002420|3
H1045|018|000|2107522|3
H1045|018|000|2380236|3
H1045|018|000|2380256|3
H1045|018|000|2380260|3
H1045|025|000|106892|35
H1045|025|000|242120|35
H1045|025|000|285018|35
H1045|025|000|311026|35
H1045|025|000|311036|35
H1045|025|000|351859|35
H1045|025|000|616238|35
H1045|025|000|731281|35
H1045|025|000|752388|35
H1045|025|000|847189|35
H1045|025|000|847199|35
H1045|025|000|847213|35
H1045|025|000|847232|35
H1045|025|000|847241|35
H1045|025|000|847252|35
H1045|025|000|847254|35
H1045|025|000|865098|35
H1045|025|000|1604544|35
H1045|025|000|1652242|35
H1045|025|000|1652639|35
H1045|025|000|1652640|35
H1045|025|000|1652646|35
H1045|025|000|1670016|35
H1045|025|000|1670023|35
H1045|025|000|1731317|35
H1045|025|000|1859000|35
H1045|025|000|1926331|35
H1045|025|000|1926332|35
H1045|025|000|2002420|35
H1045|025|000|2107522|35
H1045|025|000|2380236|35
H1045|025|000|2380256|35
H1045|025|000|2380260|35
H1045|026|000|106892|35
H1045|026|000|242120|35
H1045|026|000|285018|35
H1045|026|000|311026|35
H1045|026|000|311036|35
H1045|026|000|351859|35
H1045|026|000|616238|35
H1045|026|000|731281|35
H1045|026|000|752388|35
H1045|026|000|847189|35
H1045|026|000|847199|35
H1045|026|000|847213|35
H1045|026|000|847232|35
H1045|026|000|847241|35
H1045|026|000|847252|35
H1045|026|000|847254|35
H1045|026|000|865098|35
H1045|026|000|1604544|35
H1045|026|000|1652242|35
H1045|026|000|1652639|35
H1045|026|000|1652640|35
H1045|026|000|1652646|35
H1045|026|000|1670016|35
H1045|026|000|1670023|35
H1045|026|000|1731317|35
H1045|026|000|1859000|35
H1045|026|000|1926331|35
H1045|026|000|1926332|35
H1045|026|000|2002420|35
H1045|026|000|2107522|35
H1045|026|000|2380236|35
H1045|026|000|2380256|35
H1045|026|000|2380260|35
H1045|028|000|106892|35
H1045|028|000|242120|35
H1045|028|000|285018|35
H1045|028|000|311026|35
H1045|028|000|311036|35
H1045|028|000|351859|35
H1045|028|000|616238|35
H1045|028|000|731281|35
H1045|028|000|752388|35
H1045|028|000|847189|35
H1045|028|000|847199|35
H1045|028|000|847213|35
H1045|028|000|847232|35
H1045|028|000|847241|35
H1045|028|000|847252|35
H1045|028|000|847254|35
H1045|028|000|865098|35
H1045|028|000|1604544|35
H1045|028|000|1652242|35
H1045|028|000|1652639|35
H1045|028|000|1652640|35
H1045|028|000|1652646|35
H1045|028|000|1670016|35
H1045|028|000|1670023|35
H1045|028|000|1731317|35
H1045|028|000|1859000|35
H1045|028|000|1926331|35
H1045|028|000|1926332|35
H1045|028|000|2002420|35
H1045|028|000|2107522|35
H1045|028|000|2380236|35
H1045|028|000|2380256|35
H1045|028|000|2380260|35
H1045|030|000|106892|35
H1045|030|000|242120|35
H1045|030|000|285018|35
H1045|030|000|311026|35
H1045|030|000|311036|35
H1045|030|000|351859|35
H1045|030|000|616238|35
H1045|030|000|731281|35
H1045|030|000|752388|35
H1045|030|000|847189|35
H1045|030|000|847199|35
H1045|030|000|847213|35
H1045|030|000|847232|35
H1045|030|000|847241|35
H1045|030|000|847252|35
H1045|030|000|847254|35
H1045|030|000|865098|35
H1045|030|000|1604544|35
H1045|030|000|1652242|35
H1045|030|000|1652639|35
H1045|030|000|1652640|35
H1045|030|000|1652646|35
H1045|030|000|1670016|35
H1045|030|000|1670023|35
H1045|030|000|1731317|35
H1045|030|000|1859000|35
H1045|030|000|1926331|35
H1045|030|000|1926332|35
H1045|030|000|2002420|35
H1045|030|000|2107522|35
H1045|030|000|2380236|35
H1045|030|000|2380256|35
H1045|030|000|2380260|35
H1045|031|000|106892|35
H1045|031|000|242120|35
H1045|031|000|285018|35
H1045|031|000|311026|35
H1045|031|000|311036|35
H1045|031|000|351859|35
H1045|031|000|616238|35
H1045|031|000|731281|35
H1045|031|000|752388|35
H1045|031|000|847189|35
H1045|031|000|847199|35
H1045|031|000|847213|35
H1045|031|000|847232|35
H1045|031|000|847241|35
H1045|031|000|847252|35
H1045|031|000|847254|35
H1045|031|000|865098|35
H1045|031|000|1604544|35
H1045|031|000|1652242|35
H1045|031|000|1652639|35
H1045|031|000|1652640|35
H1045|031|000|1652646|35
H1045|031|000|1670016|35
H1045|031|000|1670023|35
H1045|031|000|1731317|35
H1045|031|000|1859000|35
H1045|031|000|1926331|35
H1045|031|000|1926332|35
H1045|031|000|2002420|35
H1045|031|000|2107522|35
H1045|031|000|2380236|35
H1045|031|000|2380256|35
H1045|031|000|2380260|35
H1045|033|000|106892|35
H1045|033|000|242120|35
H1045|033|000|285018|35
H1045|033|000|311026|35
H1045|033|000|311036|35
H1045|033|000|351859|35
H1045|033|000|616238|35
H1045|033|000|731281|35
H1045|033|000|752388|35
H1045|033|000|847189|35
H1045|033|000|847199|35
H1045|033|000|847213|35
H1045|033|000|847232|35
H1045|033|000|847241|35
H1045|033|000|847252|35
H1045|033|000|847254|35
H1045|033|000|865098|35
H1045|033|000|1604544|35
H1045|033|000|1652242|35
H1045|033|000|1652639|35
H1045|033|000|1652640|35
H1045|033|000|1652646|35
H1045|033|000|1670016|35
H1045|033|000|1670023|35
H1045|033|000|1731317|35
H1045|033|000|1859000|35
H1045|033|000|1926331|35
H1045|033|000|1926332|35
H1045|033|000|2002420|35
H1045|033|000|2107522|35
H1045|033|000|2380236|35
H1045|033|000|2380256|35
H1045|033|000|2380260|35
H1045|034|000|106892|35
H1045|034|000|242120|35
H1045|034|000|285018|35
H1045|034|000|311026|35
H1045|034|000|311036|35
H1045|034|000|351859|35
H1045|034|000|616238|35
H1045|034|000|731281|35
H1045|034|000|752388|35
H1045|034|000|847189|35
H1045|034|000|847199|35
H1045|034|000|847213|35
H1045|034|000|847232|35
H1045|034|000|847241|35
H1045|034|000|847252|35
H1045|034|000|847254|35
H1045|034|000|865098|35
H1045|034|000|1604544|35
H1045|034|000|1652242|35
H1045|034|000|1652639|35
H1045|034|000|1652640|35
H1045|034|000|1652646|35
H1045|034|000|1670016|35
H1045|034|000|1670023|35
H1045|034|000|1731317|35
H1045|034|000|1859000|35
H1045|034|000|1926331|35
H1045|034|000|1926332|35
H1045|034|000|2002420|35
H1045|034|000|2107522|35
H1045|034|000|2380236|35
H1045|034|000|2380256|35
H1045|034|000|2380260|35
H1045|036|000|106892|35
H1045|036|000|242120|35
H1045|036|000|285018|35
H1045|036|000|311026|35
H1045|036|000|311036|35
H1045|036|000|351859|35
H1045|036|000|616238|35
H1045|036|000|731281|35
H1045|036|000|752388|35
H1045|036|000|847189|35
H1045|036|000|847199|35
H1045|036|000|847213|35
H1045|036|000|847232|35
H1045|036|000|847241|35
H1045|036|000|847252|35
H1045|036|000|847254|35
H1045|036|000|865098|35
H1045|036|000|1604544|35
H1045|036|000|1652242|35
H1045|036|000|1652639|35
H1045|036|000|1652640|35
H1045|036|000|1652646|35
H1045|036|000|1670016|35
H1045|036|000|1670023|35
H1045|036|000|1731317|35
H1045|036|000|1859000|35
H1045|036|000|1926331|35
H1045|036|000|1926332|35
H1045|036|000|2002420|35
H1045|036|000|2107522|35
H1045|036|000|2380236|35
H1045|036|000|2380256|35
H1045|036|000|2380260|35
H1045|037|000|106892|15
H1045|037|000|242120|15
H1045|037|000|285018|15
H1045|037|000|311026|15
H1045|037|000|311036|15
H1045|037|000|351859|15
H1045|037|000|616238|15
H1045|037|000|731281|15
H1045|037|000|752388|15
H1045|037|000|847189|15
H1045|037|000|847199|15
H1045|037|000|847213|15
H1045|037|000|847232|15
H1045|037|000|847241|15
H1045|037|000|847252|15
H1045|037|000|847254|15
H1045|037|000|865098|15
H1045|037|000|1604544|15
H1045|037|000|1652242|15
H1045|037|000|1652639|15
H1045|037|000|1652640|15
H1045|037|000|1652646|15
H1045|037|000|1670016|15
H1045|037|000|1670023|15
H1045|037|000|1731317|15
H1045|037|000|1859000|15
H1045|037|000|1926331|15
H1045|037|000|1926332|15
H1045|037|000|2002420|15
H1045|037|000|2107522|15
H1045|037|000|2380236|15
H1045|037|000|2380256|15
H1045|037|000|2380260|15
H1045|041|000|106892|35
H1045|041|000|242120|35
H1045|041|000|285018|35
H1045|041|000|311026|35
H1045|041|000|311036|35
H1045|041|000|351859|35
H1045|041|000|616238|35
H1045|041|000|731281|35
H1045|041|000|752388|35
H1045|041|000|847189|35
H1045|041|000|847199|35
H1045|041|000|847213|35
H1045|041|000|847232|35
H1045|041|000|847241|35
H1045|041|000|847252|35
H1045|041|000|847254|35
H1045|041|000|865098|35
H1045|041|000|1604544|35
H1045|041|000|1652242|35
H1045|041|000|1652639|35
H1045|041|000|1652640|35
H1045|041|000|1652646|35
H1045|041|000|1670016|35
H1045|041|000|1670023|35
H1045|041|000|1731317|35
H1045|041|000|1859000|35
H1045|041|000|1926331|35
H1045|041|000|1926332|35
H1045|041|000|2002420|35
H1045|041|000|2107522|35
H1045|041|000|2380236|35
H1045|041|000|2380256|35
H1045|041|000|2380260|35
H1045|042|000|106892|35
H1045|042|000|242120|35
H1045|042|000|285018|35
H1045|042|000|311026|35
H1045|042|000|311036|35
H1045|042|000|351859|35
H1045|042|000|616238|35
H1045|042|000|731281|35
H1045|042|000|752388|35
H1045|042|000|847189|35
H1045|042|000|847199|35
H1045|042|000|847213|35
H1045|042|000|847232|35
H1045|042|000|847241|35
H1045|042|000|847252|35
H1045|042|000|847254|35
H1045|042|000|865098|35
H1045|042|000|1604544|35
H1045|042|000|1652242|35
H1045|042|000|1652639|35
H1045|042|000|1652640|35
H1045|042|000|1652646|35
H1045|042|000|1670016|35
H1045|042|000|1670023|35
H1045|042|000|1731317|35
H1045|042|000|1859000|35
H1045|042|000|1926331|35
H1045|042|000|1926332|35
H1045|042|000|2002420|35
H1045|042|000|2107522|35
H1045|042|000|2380236|35
H1045|042|000|2380256|35
H1045|042|000|2380260|35
H1045|043|000|106892|35
H1045|043|000|242120|35
H1045|043|000|285018|35
H1045|043|000|311026|35
H1045|043|000|311036|35
H1045|043|000|351859|35
H1045|043|000|616238|35
H1045|043|000|731281|35
H1045|043|000|752388|35
H1045|043|000|847189|35
H1045|043|000|847199|35
H1045|043|000|847213|35
H1045|043|000|847232|35
H1045|043|000|847241|35
H1045|043|000|847252|35
H1045|043|000|847254|35
H1045|043|000|865098|35
H1045|043|000|1604544|35
H1045|043|000|1652242|35
H1045|043|000|1652639|35
H1045|043|000|1652640|35
H1045|043|000|1652646|35
H1045|043|000|1670016|35
H1045|043|000|1670023|35
H1045|043|000|1731317|35
H1045|043|000|1859000|35
H1045|043|000|1926331|35
H1045|043|000|1926332|35
H1045|043|000|2002420|35
H1045|043|000|2107522|35
H1045|043|000|2380236|35
H1045|043|000|2380256|35
H1045|043|000|2380260|35
H1045|045|000|106892|35
H1045|045|000|242120|35
H1045|045|000|285018|35
H1045|045|000|311026|35
H1045|045|000|311036|35
H1045|045|000|351859|35
H1045|045|000|616238|35
H1045|045|000|731281|35
H1045|045|000|752388|35
H1045|045|000|847189|35
H1045|045|000|847199|35
H1045|045|000|847213|35
H1045|045|000|847232|35
H1045|045|000|847241|35
H1045|045|000|847252|35
H1045|045|000|847254|35
H1045|045|000|865098|35
H1045|045|000|1604544|35
H1045|045|000|1652242|35
H1045|045|000|1652639|35
H1045|045|000|1652640|35
H1045|045|000|1652646|35
H1045|045|000|1670016|35
H1045|045|000|1670023|35
H1045|045|000|1731317|35
H1045|045|000|1859000|35
H1045|045|000|1926331|35
H1045|045|000|1926332|35
H1045|045|000|2002420|35
H1045|045|000|2107522|35
H1045|045|000|2380236|35
H1045|045|000|2380256|35
H1045|045|000|2380260|35
H1045|048|001|106892|25
H1045|048|001|242120|25
H1045|048|001|285018|25
H1045|048|001|311026|25
H1045|048|001|311036|25
H1045|048|001|351859|25
H1045|048|001|616238|25
H1045|048|001|731281|25
H1045|048|001|752388|25
H1045|048|001|847189|25
H1045|048|001|847199|25
H1045|048|001|847213|25
H1045|048|001|847232|25
H1045|048|001|847241|25
H1045|048|001|847252|25
H1045|048|001|847254|25
H1045|048|001|865098|25
H1045|048|001|1604544|25
H1045|048|001|1652242|25
H1045|048|001|1652639|25
H1045|048|001|1652640|25
H1045|048|001|1652646|25
H1045|048|001|1670016|25
H1045|048|001|1670023|25
H1045|048|001|1731317|25
H1045|048|001|1859000|25
H1045|048|001|1926331|25
H1045|048|001|1926332|25
H1045|048|001|2002420|25
H1045|048|001|2107522|25
H1045|048|001|2380236|25
H1045|048|001|2380256|25
H1045|048|001|2380260|25
H1045|048|002|106892|25
H1045|048|002|242120|25
H1045|048|002|285018|25
H1045|048|002|311026|25
H1045|048|002|311036|25
H1045|048|002|351859|25
H1045|048|002|616238|25
H1045|048|002|731281|25
H1045|048|002|752388|25
H1045|048|002|847189|25
H1045|048|002|847199|25
H1045|048|002|847213|25
H1045|048|002|847232|25
H1045|048|002|847241|25
H1045|048|002|847252|25
H1045|048|002|847254|25
H1045|048|002|865098|25
H1045|048|002|1604544|25
H1045|048|002|1652242|25
H1045|048|002|1652639|25
H1045|048|002|1652640|25
H1045|048|002|1652646|25
H1045|048|002|1670016|25
H1045|048|002|1670023|25
H1045|048|002|1731317|25
H1045|048|002|1859000|25
H1045|048|002|1926331|25
H1045|048|002|1926332|25
H1045|048|002|2002420|25
H1045|048|002|2107522|25
H1045|048|002|2380236|25
H1045|048|002|2380256|25
H1045|048|002|2380260|25
H1045|048|003|106892|25
H1045|048|003|242120|25
H1045|048|003|285018|25
H1045|048|003|311026|25
H1045|048|003|311036|25
H1045|048|003|351859|25
H1045|048|003|616238|25
H1045|048|003|731281|25
H1045|048|003|752388|25
H1045|048|003|847189|25
H1045|048|003|847199|25
H1045|048|003|847213|25
H1045|048|003|847232|25
H1045|048|003|847241|25
H1045|048|003|847252|25
H1045|048|003|847254|25
H1045|048|003|865098|25
H1045|048|003|1604544|25
H1045|048|003|1652242|25
H1045|048|003|1652639|25
H1045|048|003|1652640|25
H1045|048|003|1652646|25
H1045|048|003|1670016|25
H1045|048|003|1670023|25
H1045|048|003|1731317|25
H1045|048|003|1859000|25
H1045|048|003|1926331|25
H1045|048|003|1926332|25
H1045|048|003|2002420|25
H1045|048|003|2107522|25
H1045|048|003|2380236|25
H1045|048|003|2380256|25
H1045|048|003|2380260|25
H1045|048|004|106892|25
H1045|048|004|242120|25
H1045|048|004|285018|25
H1045|048|004|311026|25
H1045|048|004|311036|25
H1045|048|004|351859|25
H1045|048|004|616238|25
H1045|048|004|731281|25
H1045|048|004|752388|25
H1045|048|004|847189|25
H1045|048|004|847199|25
H1045|048|004|847213|25
H1045|048|004|847232|25
H1045|048|004|847241|25
H1045|048|004|847252|25
H1045|048|004|847254|25
H1045|048|004|865098|25
H1045|048|004|1604544|25
H1045|048|004|1652242|25
H1045|048|004|1652639|25
H1045|048|004|1652640|25
H1045|048|004|1652646|25
H1045|048|004|1670016|25
H1045|048|004|1670023|25
H1045|048|004|1731317|25
H1045|048|004|1859000|25
H1045|048|004|1926331|25
H1045|048|004|1926332|25
H1045|048|004|2002420|25
H1045|048|004|2107522|25
H1045|048|004|2380236|25
H1045|048|004|2380256|25
H1045|048|004|2380260|25
H1045|055|000|106892|35
H1045|055|000|242120|35
H1045|055|000|285018|35
H1045|055|000|311026|35
H1045|055|000|311036|35
H1045|055|000|351859|35
H1045|055|000|616238|35
H1045|055|000|731281|35
H1045|055|000|752388|35
H1045|055|000|847189|35
H1045|055|000|847199|35
H1045|055|000|847213|35
H1045|055|000|847232|35
H1045|055|000|847241|35
H1045|055|000|847252|35
H1045|055|000|847254|35
H1045|055|000|865098|35
H1045|055|000|1604544|35
H1045|055|000|1652242|35
H1045|055|000|1652639|35
H1045|055|000|1652640|35
H1045|055|000|1652646|35
H1045|055|000|1670016|35
H1045|055|000|1670023|35
H1045|055|000|1731317|35
H1045|055|000|1859000|35
H1045|055|000|1926331|35
H1045|055|000|1926332|35
H1045|055|000|2002420|35
H1045|055|000|2107522|35
H1045|055|000|2380236|35
H1045|055|000|2380256|35
H1045|055|000|2380260|35
H1045|056|000|106892|35
H1045|056|000|242120|35
H1045|056|000|285018|35
H1045|056|000|311026|35
H1045|056|000|311036|35
H1045|056|000|351859|35
H1045|056|000|616238|35
H1045|056|000|731281|35
H1045|056|000|752388|35
H1045|056|000|847189|35
H1045|056|000|847199|35
H1045|056|000|847213|35
H1045|056|000|847232|35
H1045|056|000|847241|35
H1045|056|000|847252|35
H1045|056|000|847254|35
H1045|056|000|865098|35
H1045|056|000|1604544|35
H1045|056|000|1652242|35
H1045|056|000|1652639|35
H1045|056|000|1652640|35
H1045|056|000|1652646|35
H1045|056|000|1670016|35
H1045|056|000|1670023|35
H1045|056|000|1731317|35
H1045|056|000|1859000|35
H1045|056|000|1926331|35
H1045|056|000|1926332|35
H1045|056|000|2002420|35
H1045|056|000|2107522|35
H1045|056|000|2380236|35
H1045|056|000|2380256|35
H1045|056|000|2380260|35
H1099|001|000|213442|0
H1099|001|000|285018|35
H1099|001|000|311027|0
H1099|001|000|311033|0
H1099|001|000|351926|35
H1099|001|000|616238|35
H1099|001|000|847232|35
H1099|001|000|847241|35
H1099|001|000|977840|35
H1099|001|000|977842|35
H1099|001|000|1604544|35
H1099|001|000|1653198|35
H1099|001|000|1653204|35
H1099|001|000|1670016|35
H1099|001|000|1670023|35
H1099|001|000|1736863|35
H1099|001|000|1859000|35
H1099|001|000|1860172|35
H1099|001|000|1986354|35
H1099|001|000|1986356|35
H1099|001|000|2002420|35
H1099|001|000|2049380|35
H1099|001|000|2107522|35
H1099|001|000|2205454|35
H1099|001|000|2206092|35
H1099|001|000|2206099|35
H1099|006|000|213442|0
H1099|006|000|285018|35
H1099|006|000|311027|0
H1099|006|000|311033|0
H1099|006|000|351926|35
H1099|006|000|616238|35
H1099|006|000|847232|35
H1099|006|000|847241|35
H1099|006|000|977840|35
H1099|006|000|977842|35
H1099|006|000|1604544|35
H1099|006|000|1653198|35
H1099|006|000|1653204|35
H1099|006|000|1670016|35
H1099|006|000|1670023|35
H1099|006|000|1736863|35
H1099|006|000|1859000|35
H1099|006|000|1860172|35
H1099|006|000|1986354|35
H1099|006|000|1986356|35
H1099|006|000|2002420|35
H1099|006|000|2049380|35
H1099|006|000|2107522|35
H1099|006|000|2205454|35
H1099|006|000|2206092|35
H1099|006|000|2206099|35
H1099|014|000|213442|0
H1099|014|000|285018|35
H1099|014|000|311027|0
H1099|014|000|311033|0
H1099|014|000|351926|35
H1099|014|000|616238|35
H1099|014|000|847232|35
H1099|014|000|847241|35
H1099|014|000|977840|35
H1099|014|000|977842|35
H1099|014|000|1604544|35
H1099|014|000|1653198|35
H1099|014|000|1653204|35
H1099|014|000|1670016|35
H1099|014|000|1670023|35
H1099|014|000|1736863|35
H1099|014|000|1859000|35
H1099|014|000|1860172|35
H1099|014|000|1986354|35
H1099|014|000|1986356|35
H1099|014|000|2002420|35
H1099|014|000|2049380|35
H1099|014|000|2107522|35
H1099|014|000|2205454|35
H1099|014|000|2206092|35
H1099|014|000|2206099|35
H1099|016|000|213442|0
H1099|016|000|285018|35
H1099|016|000|311027|0
H1099|016|000|311033|0
H1099|016|000|351926|35
H1099|016|000|616238|35
H1099|016|000|847232|35
H1099|016|000|847241|35
H1099|016|000|977840|35
H1099|016|000|977842|35
H1099|016|000|1604544|35
H1099|016|000|1653198|35
H1099|016|000|1653204|35
H1099|016|000|1670016|35
H1099|016|000|1670023|35
H1099|016|000|1736863|35
H1099|016|000|1859000|35
H1099|016|000|1860172|35
H1099|016|000|1986354|35
H1099|016|000|1986356|35
H1099|016|000|2002420|35
H1099|016|000|2049380|35
H1099|016|000|2107522|35
H1099|016|000|2205454|35
H1099|016|000|2206092|35
H1099|016|000|2206099|35
H1109|005|000|213442|35
H1109|005|000|285018|35
H1109|005|000|311027|35
H1109|005|000|311033|35
H1109|005|000|351926|35
H1109|005|000|616238|35
H1109|005|000|847232|35
H1109|005|000|847241|35
H1109|005|000|977840|35
H1109|005|000|977842|35
H1109|005|000|1604544|35
H1109|005|000|1653198|35
H1109|005|000|1653204|35
H1109|005|000|1670016|35
H1109|005|000|1670023|35
H1109|005|000|1736863|35
H1109|005|000|1859000|35
H1109|005|000|1860172|35
H1109|005|000|1986354|35
H1109|005|000|1986356|35
H1109|005|000|2002420|35
H1109|005|000|2049380|35
H1109|005|000|2107522|35
H1109|005|000|2205454|35
H1109|005|000|2206092|35
H1109|005|000|2206099|35
H1109|006|000|213442|35
H1109|006|000|285018|35
H1109|006|000|311027|35
H1109|006|000|311033|35
H1109|006|000|351926|35
H1109|006|000|616238|35
H1109|006|000|847232|35
H1109|006|000|847241|35
H1109|006|000|977840|35
H1109|006|000|977842|35
H1109|006|000|1604544|35
H1109|006|000|1653198|35
H1109|006|000|1653204|35
H1109|006|000|1670016|35
H1109|006|000|1670023|35
H1109|006|000|1736863|35
H1109|006|000|1859000|35
H1109|006|000|1860172|35
H1109|006|000|1986354|35
H1109|006|000|1986356|35
H1109|006|000|2002420|35
H1109|006|000|2049380|35
H1109|006|000|2107522|35
H1109|006|000|2205454|35
H1109|006|000|2206092|35
H1109|006|000|2206099|35
H1111|011|000|106892|35
H1111|011|000|242120|35
H1111|011|000|285018|35
H1111|011|000|311026|35
H1111|011|000|311036|35
H1111|011|000|351859|35
H1111|011|000|616238|35
H1111|011|000|731281|35
H1111|011|000|752388|35
H1111|011|000|847189|35
H1111|011|000|847199|35
H1111|011|000|847213|35
H1111|011|000|847232|35
H1111|011|000|847241|35
H1111|011|000|847252|35
H1111|011|000|847254|35
H1111|011|000|865098|35
H1111|011|000|1604544|35
H1111|011|000|1652242|35
H1111|011|000|1652639|35
H1111|011|000|1652640|35
H1111|011|000|1652646|35
H1111|011|000|1670016|35
H1111|011|000|1670023|35
H1111|011|000|1731317|35
H1111|011|000|1859000|35
