CONTRACT_ID|PLAN_ID|SEGMENT_ID|RXCUI|COPAY
H0028|027|000|2049380|35
H0028|027|000|2107522|35
H0028|027|000|2205454|35
H0028|027|000|2206092|35
H0028|027|000|2206099|35
H0028|028|000|213442|35
H0028|028|000|285018|35
H0028|028|000|311027|35
H0028|028|000|311033|35
H0028|028|000|351926|35
H0028|028|000|616238|35
H0028|028|000|847232|35
H0028|028|000|847241|35
H0028|028|000|977840|35
H0028|028|000|977842|35
H0028|028|000|1604544|35
H0028|028|000|1653198|35
H0028|028|000|1653204|35
H0028|028|000|1670016|35
H0028|028|000|1670023|35
H0028|028|000|1859000|35
H0028|028|000|1860172|35
H0028|028|000|1986354|35
H0028|028|000|1986356|35
H0028|028|000|2002420|35
H0028|028|000|2049380|35
H0028|028|000|2107522|35
H0028|028|000|2205454|35
H0028|028|000|2206092|35
H0028|028|000|2206099|35
H0028|029|000|213442|35
H0028|029|000|285018|35
H0028|029|000|311027|35
H0028|029|000|311033|35
H0028|029|000|351926|35
H0028|029|000|616238|35
H0028|029|000|847232|35
H0028|029|000|847241|35
H0028|029|000|977840|35
H0028|029|000|977842|35
H0028|029|000|1604544|35
H0028|029|000|1653198|35
H0028|029|000|1653204|35
H0028|029|000|1670016|35
H0028|029|000|1670023|35
H0028|029|000|1859000|35
H0028|029|000|1860172|35
H0028|029|000|1986354|35
H0028|029|000|1986356|35
H0028|029|000|2002420|35
H0028|029|000|2049380|35
H0028|029|000|2107522|35
H0028|029|000|2205454|35
H0028|029|000|2206092|35
H0028|029|000|2206099|35
H0028|030|000|213442|35
H0028|030|000|285018|35
H0028|030|000|311027|35
H0028|030|000|311033|35
H0028|030|000|351926|35
H0028|030|000|616238|35
H0028|030|000|847232|35
H0028|030|000|847241|35
H0028|030|000|977840|35
H0028|030|000|977842|35
H0028|030|000|1604544|35
H0028|030|000|1653198|35
H0028|030|000|1653204|35
H0028|030|000|1670016|35
H0028|030|000|1670023|35
H0028|030|000|1859000|35
H0028|030|000|1860172|35
H0028|030|000|1986354|35
H0028|030|000|1986356|35
H0028|030|000|2002420|35
H0028|030|000|2049380|35
H0028|030|000|2107522|35
H0028|030|000|2205454|35
H0028|030|000|2206092|35
H0028|030|000|2206099|35
H0028|035|000|213442|35
H0028|035|000|285018|35
H0028|035|000|311027|35
H0028|035|000|311033|35
H0028|035|000|351926|35
H0028|035|000|616238|35
H0028|035|000|847232|35
H0028|035|000|847241|35
H0028|035|000|977840|35
H0028|035|000|977842|35
H0028|035|000|1604544|35
H0028|035|000|1653198|35
H0028|035|000|1653204|35
H0028|035|000|1670016|35
H0028|035|000|1670023|35
H0028|035|000|1859000|35
H0028|035|000|1860172|35
H0028|035|000|1986354|35
H0028|035|000|1986356|35
H0028|035|000|2002420|35
H0028|035|000|2049380|35
H0028|035|000|2107522|35
H0028|035|000|2205454|35
H0028|035|000|2206092|35
H0028|035|000|2206099|35
H0028|037|000|213442|35
H0028|037|000|285018|35
H0028|037|000|311027|35
H0028|037|000|311033|35
H0028|037|000|351926|35
H0028|037|000|616238|35
H0028|037|000|847232|35
H0028|037|000|847241|35
H0028|037|000|977840|35
H0028|037|000|977842|35
H0028|037|000|1604544|35
H0028|037|000|1653198|35
H0028|037|000|1653204|35
H0028|037|000|1670016|35
H0028|037|000|1670023|35
H0028|037|000|1859000|35
H0028|037|000|1860172|35
H0028|037|000|1986354|35
H0028|037|000|1986356|35
H0028|037|000|2002420|35
H0028|037|000|2049380|35
H0028|037|000|2107522|35
H0028|037|000|2205454|35
H0028|037|000|2206092|35
H0028|037|000|2206099|35
H0028|039|000|213442|35
H0028|039|000|285018|35
H0028|039|000|311027|35
H0028|039|000|311033|35
H0028|039|000|351926|35
H0028|039|000|616238|35
H0028|039|000|847232|35
H0028|039|000|847241|35
H0028|039|000|977840|35
H0028|039|000|977842|35
H0028|039|000|1604544|35
H0028|039|000|1653198|35
H0028|039|000|1653204|35
H0028|039|000|1670016|35
H0028|039|000|1670023|35
H0028|039|000|1859000|35
H0028|039|000|1860172|35
H0028|039|000|1986354|35
H0028|039|000|1986356|35
H0028|039|000|2002420|35
H0028|039|000|2049380|35
H0028|039|000|2107522|35
H0028|039|000|2205454|35
H0028|039|000|2206092|35
H0028|039|000|2206099|35
H0028|041|000|213442|35
H0028|041|000|285018|35
H0028|041|000|311027|35
H0028|041|000|311033|35
H0028|041|000|351926|35
H0028|041|000|616238|35
H0028|041|000|847232|35
H0028|041|000|847241|35
H0028|041|000|977840|35
H0028|041|000|977842|35
H0028|041|000|1604544|35
H0028|041|000|1653198|35
H0028|041|000|1653204|35
H0028|041|000|1670016|35
H0028|041|000|1670023|35
H0028|041|000|1859000|35
H0028|041|000|1860172|35
H0028|041|000|1986354|35
H0028|041|000|1986356|35
H0028|041|000|2002420|35
H0028|041|000|2049380|35
H0028|041|000|2107522|35
H0028|041|000|2205454|35
H0028|041|000|2206092|35
H0028|041|000|2206099|35
H0028|042|000|213442|35
H0028|042|000|285018|35
H0028|042|000|311027|35
H0028|042|000|311033|35
H0028|042|000|351926|35
H0028|042|000|616238|35
H0028|042|000|847232|35
H0028|042|000|847241|35
H0028|042|000|977840|35
H0028|042|000|977842|35
H0028|042|000|1604544|35
H0028|042|000|1653198|35
H0028|042|000|1653204|35
H0028|042|000|1670016|35
H0028|042|000|1670023|35
H0028|042|000|1859000|35
H0028|042|000|1860172|35
H0028|042|000|1986354|35
H0028|042|000|1986356|35
H0028|042|000|2002420|35
H0028|042|000|2049380|35
H0028|042|000|2107522|35
H0028|042|000|2205454|35
H0028|042|000|2206092|35
H0028|042|000|2206099|35
H0028|043|001|213442|35
H0028|043|001|285018|35
H0028|043|001|311027|35
H0028|043|001|311033|35
H0028|043|001|351926|35
H0028|043|001|616238|35
H0028|043|001|847232|35
H0028|043|001|847241|35
H0028|043|001|977840|35
H0028|043|001|977842|35
H0028|043|001|1604544|35
H0028|043|001|1653198|35
H0028|043|001|1653204|35
H0028|043|001|1670016|35
H0028|043|001|1670023|35
H0028|043|001|1859000|35
H0028|043|001|1860172|35
H0028|043|001|1986354|35
H0028|043|001|1986356|35
H0028|043|001|2002420|35
H0028|043|001|2049380|35
H0028|043|001|2107522|35
H0028|043|001|2205454|35
H0028|043|001|2206092|35
H0028|043|001|2206099|35
H0028|043|002|213442|35
H0028|043|002|285018|35
H0028|043|002|311027|35
H0028|043|002|311033|35
H0028|043|002|351926|35
H0028|043|002|616238|35
H0028|043|002|847232|35
H0028|043|002|847241|35
H0028|043|002|977840|35
H0028|043|002|977842|35
H0028|043|002|1604544|35
H0028|043|002|1653198|35
H0028|043|002|1653204|35
H0028|043|002|1670016|35
H0028|043|002|1670023|35
H0028|043|002|1859000|35
H0028|043|002|1860172|35
H0028|043|002|1986354|35
H0028|043|002|1986356|35
H0028|043|002|2002420|35
H0028|043|002|2049380|35
H0028|043|002|2107522|35
H0028|043|002|2205454|35
H0028|043|002|2206092|35
H0028|043|002|2206099|35
H0028|046|000|213442|35
H0028|046|000|285018|35
H0028|046|000|311027|35
H0028|046|000|311033|35
H0028|046|000|351926|35
H0028|046|000|616238|35
H0028|046|000|847232|35
H0028|046|000|847241|35
H0028|046|000|977840|35
H0028|046|000|977842|35
H0028|046|000|1604544|35
H0028|046|000|1653198|35
H0028|046|000|1653204|35
H0028|046|000|1670016|35
H0028|046|000|1670023|35
H0028|046|000|1859000|35
H0028|046|000|1860172|35
H0028|046|000|1986354|35
H0028|046|000|1986356|35
H0028|046|000|2002420|35
H0028|046|000|2049380|35
H0028|046|000|2107522|35
H0028|046|000|2205454|35
H0028|046|000|2206092|35
H0028|046|000|2206099|35
H0028|047|000|213442|35
H0028|047|000|285018|35
H0028|047|000|311027|35
H0028|047|000|311033|35
H0028|047|000|351926|35
H0028|047|000|616238|35
H0028|047|000|847232|35
H0028|047|000|847241|35
H0028|047|000|977840|35
H0028|047|000|977842|35
H0028|047|000|1604544|35
H0028|047|000|1653198|35
H0028|047|000|1653204|35
H0028|047|000|1670016|35
H0028|047|000|1670023|35
H0028|047|000|1859000|35
H0028|047|000|1860172|35
H0028|047|000|1986354|35
H0028|047|000|1986356|35
H0028|047|000|2002420|35
H0028|047|000|2049380|35
H0028|047|000|2107522|35
H0028|047|000|2205454|35
H0028|047|000|2206092|35
H0028|047|000|2206099|35
H0028|048|001|213442|35
H0028|048|001|285018|35
H0028|048|001|311027|35
H0028|048|001|311033|35
H0028|048|001|351926|35
H0028|048|001|616238|35
H0028|048|001|847232|35
H0028|048|001|847241|35
H0028|048|001|977840|35
H0028|048|001|977842|35
H0028|048|001|1604544|35
H0028|048|001|1653198|35
H0028|048|001|1653204|35
H0028|048|001|1670016|35
H0028|048|001|1670023|35
H0028|048|001|1859000|35
H0028|048|001|1860172|35
H0028|048|001|1986354|35
H0028|048|001|1986356|35
H0028|048|001|2002420|35
H0028|048|001|2049380|35
H0028|048|001|2107522|35
H0028|048|001|2205454|35
H0028|048|001|2206092|35
H0028|048|001|2206099|35
H0028|048|002|213442|35
H0028|048|002|285018|35
H0028|048|002|311027|35
H0028|048|002|311033|35
H0028|048|002|351926|35
H0028|048|002|616238|35
H0028|048|002|847232|35
H0028|048|002|847241|35
H0028|048|002|977840|35
H0028|048|002|977842|35
H0028|048|002|1604544|35
H0028|048|002|1653198|35
H0028|048|002|1653204|35
H0028|048|002|1670016|35
H0028|048|002|1670023|35
H0028|048|002|1859000|35
H0028|048|002|1860172|35
H0028|048|002|1986354|35
H0028|048|002|1986356|35
H0028|048|002|2002420|35
H0028|048|002|2049380|35
H0028|048|002|2107522|35
H0028|048|002|2205454|35
H0028|048|002|2206092|35
H0028|048|002|2206099|35
H0028|050|000|213442|35
H0028|050|000|285018|35
H0028|050|000|311027|35
H0028|050|000|311033|35
H0028|050|000|351926|35
H0028|050|000|616238|35
H0028|050|000|847232|35
H0028|050|000|847241|35
H0028|050|000|977840|35
H0028|050|000|977842|35
H0028|050|000|1604544|35
H0028|050|000|1653198|35
H0028|050|000|1653204|35
H0028|050|000|1670016|35
H0028|050|000|1670023|35
H0028|050|000|1859000|35
H0028|050|000|1860172|35
H0028|050|000|1986354|35
H0028|050|000|1986356|35
H0028|050|000|2002420|35
H0028|050|000|2049380|35
H0028|050|000|2107522|35
H0028|050|000|2205454|35
H0028|050|000|2206092|35
H0028|050|000|2206099|35
H0028|051|000|213442|35
H0028|051|000|285018|35
H0028|051|000|311027|35
H0028|051|000|311033|35
H0028|051|000|351926|35
H0028|051|000|616238|35
H0028|051|000|847232|35
H0028|051|000|847241|35
H0028|051|000|977840|35
H0028|051|000|977842|35
H0028|051|000|1604544|35
H0028|051|000|1653198|35
H0028|051|000|1653204|35
H0028|051|000|1670016|35
H0028|051|000|1670023|35
H0028|051|000|1859000|35
H0028|051|000|1860172|35
H0028|051|000|1986354|35
H0028|051|000|1986356|35
H0028|051|000|2002420|35
H0028|051|000|2049380|35
H0028|051|000|2107522|35
H0028|051|000|2205454|35
H0028|051|000|2206092|35
H0028|051|000|2206099|35
H0028|052|000|213442|35
H0028|052|000|285018|35
H0028|052|000|311027|35
H0028|052|000|311033|35
H0028|052|000|351926|35
H0028|052|000|616238|35
H0028|052|000|847232|35
H0028|052|000|847241|35
H0028|052|000|977840|35
H0028|052|000|977842|35
H0028|052|000|1604544|35
H0028|052|000|1653198|35
H0028|052|000|1653204|35
H0028|052|000|1670016|35
H0028|052|000|1670023|35
H0028|052|000|1859000|35
H0028|052|000|1860172|35
H0028|052|000|1986354|35
H0028|052|000|1986356|35
H0028|052|000|2002420|35
H0028|052|000|2049380|35
H0028|052|000|2107522|35
H0028|052|000|2205454|35
H0028|052|000|2206092|35
H0028|052|000|2206099|35
H0028|053|001|213442|35
H0028|053|001|285018|35
H0028|053|001|311027|35
H0028|053|001|311033|35
H0028|053|001|351926|35
H0028|053|001|616238|35
H0028|053|001|847232|35
H0028|053|001|847241|35
H0028|053|001|977840|35
H0028|053|001|977842|35
H0028|053|001|1604544|35
H0028|053|001|1653198|35
H0028|053|001|1653204|35
H0028|053|001|1670016|35
H0028|053|001|1670023|35
H0028|053|001|1859000|35
H0028|053|001|1860172|35
H0028|053|001|1986354|35
H0028|053|001|1986356|35
H0028|053|001|2002420|35
H0028|053|001|2049380|35
H0028|053|001|2107522|35
H0028|053|001|2205454|35
H0028|053|001|2206092|35
H0028|053|001|2206099|35
H0028|053|002|213442|35
H0028|053|002|285018|35
H0028|053|002|311027|35
H0028|053|002|311033|35
H0028|053|002|351926|35
H0028|053|002|616238|35
H0028|053|002|847232|35
H0028|053|002|847241|35
H0028|053|002|977840|35
H0028|053|002|977842|35
H0028|053|002|1604544|35
H0028|053|002|1653198|35
H0028|053|002|1653204|35
H0028|053|002|1670016|35
H0028|053|002|1670023|35
H0028|053|002|1859000|35
H0028|053|002|1860172|35
H0028|053|002|1986354|35
H0028|053|002|1986356|35
H0028|053|002|2002420|35
H0028|053|002|2049380|35
H0028|053|002|2107522|35
H0028|053|002|2205454|35
H0028|053|002|2206092|35
H0028|053|002|2206099|35
H0028|053|003|213442|35
H0028|053|003|285018|35
H0028|053|003|311027|35
H0028|053|003|311033|35
H0028|053|003|351926|35
H0028|053|003|616238|35
H0028|053|003|847232|35
H0028|053|003|847241|35
H0028|053|003|977840|35
H0028|053|003|977842|35
H0028|053|003|1604544|35
H0028|053|003|1653198|35
H0028|053|003|1653204|35
H0028|053|003|1670016|35
H0028|053|003|1670023|35
H0028|053|003|1859000|35
H0028|053|003|1860172|35
H0028|053|003|1986354|35
H0028|053|003|1986356|35
H0028|053|003|2002420|35
H0028|053|003|2049380|35
H0028|053|003|2107522|35
H0028|053|003|2205454|35
H0028|053|003|2206092|35
H0028|053|003|2206099|35
H0028|053|004|213442|35
H0028|053|004|285018|35
H0028|053|004|311027|35
H0028|053|004|311033|35
H0028|053|004|351926|35
H0028|053|004|616238|35
H0028|053|004|847232|35
H0028|053|004|847241|35
H0028|053|004|977840|35
H0028|053|004|977842|35
H0028|053|004|1604544|35
H0028|053|004|1653198|35
H0028|053|004|1653204|35
H0028|053|004|1670016|35
H0028|053|004|1670023|35
H0028|053|004|1859000|35
H0028|053|004|1860172|35
H0028|053|004|1986354|35
H0028|053|004|1986356|35
H0028|053|004|2002420|35
H0028|053|004|2049380|35
H0028|053|004|2107522|35
H0028|053|004|2205454|35
H0028|053|004|2206092|35
H0028|053|004|2206099|35
H0028|054|001|213442|35
H0028|054|001|285018|35
H0028|054|001|311027|35
H0028|054|001|311033|35
H0028|054|001|351926|35
H0028|054|001|616238|35
H0028|054|001|847232|35
H0028|054|001|847241|35
H0028|054|001|977840|35
H0028|054|001|977842|35
H0028|054|001|1604544|35
H0028|054|001|1653198|35
H0028|054|001|1653204|35
H0028|054|001|1670016|35
H0028|054|001|1670023|35
H0028|054|001|1859000|35
H0028|054|001|1860172|35
H0028|054|001|1986354|35
H0028|054|001|1986356|35
H0028|054|001|2002420|35
H0028|054|001|2049380|35
H0028|054|001|2107522|35
H0028|054|001|2205454|35
H0028|054|001|2206092|35
H0028|054|001|2206099|35
H0028|054|002|213442|35
H0028|054|002|285018|35
H0028|054|002|311027|35
H0028|054|002|311033|35
H0028|054|002|351926|35
H0028|054|002|616238|35
H0028|054|002|847232|35
H0028|054|002|847241|35
H0028|054|002|977840|35
H0028|054|002|977842|35
H0028|054|002|1604544|35
H0028|054|002|1653198|35
H0028|054|002|1653204|35
H0028|054|002|1670016|35
H0028|054|002|1670023|35
H0028|054|002|1859000|35
H0028|054|002|1860172|35
H0028|054|002|1986354|35
H0028|054|002|1986356|35
H0028|054|002|2002420|35
H0028|054|002|2049380|35
H0028|054|002|2107522|35
H0028|054|002|2205454|35
H0028|054|002|2206092|35
H0028|054|002|2206099|35
H0028|055|000|213442|35
H0028|055|000|285018|35
H0028|055|000|311027|35
H0028|055|000|311033|35
H0028|055|000|351926|35
H0028|055|000|616238|35
H0028|055|000|847232|35
H0028|055|000|847241|35
H0028|055|000|977840|35
H0028|055|000|977842|35
H0028|055|000|1604544|35
H0028|055|000|1653198|35
H0028|055|000|1653204|35
H0028|055|000|1670016|35
H0028|055|000|1670023|35
H0028|055|000|1859000|35
H0028|055|000|1860172|35
H0028|055|000|1986354|35
H0028|055|000|1986356|35
H0028|055|000|2002420|35
H0028|055|000|2049380|35
H0028|055|000|2107522|35
H0028|055|000|2205454|35
H0028|055|000|2206092|35
H0028|055|000|2206099|35
H0028|056|000|213442|35
H0028|056|000|285018|35
H0028|056|000|311027|35
H0028|056|000|311033|35
H0028|056|000|351926|35
H0028|056|000|616238|35
H0028|056|000|847232|35
H0028|056|000|847241|35
H0028|056|000|977840|35
H0028|056|000|977842|35
H0028|056|000|1604544|35
H0028|056|000|1653198|35
H0028|056|000|1653204|35
H0028|056|000|1670016|35
H0028|056|000|1670023|35
H0028|056|000|1859000|35
H0028|056|000|1860172|35
H0028|056|000|1986354|35
H0028|056|000|1986356|35
H0028|056|000|2002420|35
H0028|056|000|2049380|35
H0028|056|000|2107522|35
H0028|056|000|2205454|35
H0028|056|000|2206092|35
H0028|056|000|2206099|35
H0028|057|000|213442|35
H0028|057|000|285018|35
H0028|057|000|311027|35
H0028|057|000|311033|35
H0028|057|000|351926|35
H0028|057|000|616238|35
H0028|057|000|847232|35
H0028|057|000|847241|35
H0028|057|000|977840|35
H0028|057|000|977842|35
H0028|057|000|1604544|35
H0028|057|000|1653198|35
H0028|057|000|1653204|35
H0028|057|000|1670016|35
H0028|057|000|1670023|35
H0028|057|000|1859000|35
H0028|057|000|1860172|35
H0028|057|000|1986354|35
H0028|057|000|1986356|35
H0028|057|000|2002420|35
H0028|057|000|2049380|35
H0028|057|000|2107522|35
H0028|057|000|2205454|35
H0028|057|000|2206092|35
H0028|057|000|2206099|35
H0028|059|000|213442|35
H0028|059|000|285018|35
H0028|059|000|311027|35
H0028|059|000|311033|35
H0028|059|000|351926|35
H0028|059|000|616238|35
H0028|059|000|847232|35
H0028|059|000|847241|35
H0028|059|000|977840|35
H0028|059|000|977842|35
H0028|059|000|1604544|35
H0028|059|000|1653198|35
H0028|059|000|1653204|35
H0028|059|000|1670016|35
H0028|059|000|1670023|35
H0028|059|000|1859000|35
H0028|059|000|1860172|35
H0028|059|000|1986354|35
H0028|059|000|1986356|35
H0028|059|000|2002420|35
H0028|059|000|2049380|35
H0028|059|000|2107522|35
H0028|059|000|2205454|35
H0028|059|000|2206092|35
H0028|059|000|2206099|35
H0104|012|000|106892|35
H0104|012|000|285018|35
H0104|012|000|311026|35
H0104|012|000|311036|35
H0104|012|000|351859|35
H0104|012|000|616238|35
H0104|012|000|731281|35
H0104|012|000|752388|35
H0104|012|000|847189|35
H0104|012|000|847199|35
H0104|012|000|847213|35
H0104|012|000|847232|35
H0104|012|000|847241|35
H0104|012|000|847254|35
H0104|012|000|865098|35
H0104|012|000|1604544|35
H0104|012|000|1652242|35
H0104|012|000|1652640|35
H0104|012|000|1652646|35
H0104|012|000|1670016|35
H0104|012|000|1670023|35
H0104|012|000|1731317|35
H0104|012|000|1736863|35
H0104|012|000|1859000|35
H0104|012|000|1926332|35
H0104|012|000|2002420|35
H0104|012|000|2107522|35
H0104|012|000|2380236|35
H0104|012|000|2380256|35
H0104|012|000|2380260|35
H0104|014|000|106892|35
H0104|014|000|285018|35
H0104|014|000|311026|35
H0104|014|000|311036|35
H0104|014|000|351859|35
H0104|014|000|616238|35
H0104|014|000|731281|35
H0104|014|000|752388|35
H0104|014|000|847189|35
H0104|014|000|847199|35
H0104|014|000|847213|35
H0104|014|000|847232|35
H0104|014|000|847241|35
H0104|014|000|847254|35
H0104|014|000|865098|35
H0104|014|000|1604544|35
H0104|014|000|1652242|35
H0104|014|000|1652640|35
H0104|014|000|1652646|35
H0104|014|000|1670016|35
H0104|014|000|1670023|35
H0104|014|000|1731317|35
H0104|014|000|1736863|35
H0104|014|000|1859000|35
H0104|014|000|1926332|35
H0104|014|000|2002420|35
H0104|014|000|2107522|35
H0104|014|000|2380236|35
H0104|014|000|2380256|35
H0104|014|000|2380260|35
H0104|015|000|106892|35
H0104|015|000|285018|35
H0104|015|000|311026|35
H0104|015|000|311036|35
H0104|015|000|351859|35
H0104|015|000|616238|35
H0104|015|000|731281|35
H0104|015|000|752388|35
H0104|015|000|847189|35
H0104|015|000|847199|35
H0104|015|000|847213|35
H0104|015|000|847232|35
H0104|015|000|847241|35
H0104|015|000|847254|35
H0104|015|000|865098|35
H0104|015|000|1604544|35
H0104|015|000|1652242|35
H0104|015|000|1652640|35
H0104|015|000|1652646|35
H0104|015|000|1670016|35
H0104|015|000|1670023|35
H0104|015|000|1731317|35
H0104|015|000|1736863|35
H0104|015|000|1859000|35
H0104|015|000|1926332|35
H0104|015|000|2002420|35
H0104|015|000|2107522|35
H0104|015|000|2380236|35
H0104|015|000|2380256|35
H0104|015|000|2380260|35
H0174|008|000|213442|10
H0174|008|000|285018|10
H0174|008|000|311027|10
H0174|008|000|311033|10
H0174|008|000|351926|10
H0174|008|000|616238|10
